timestamp,batch,run,provider,model,variant,group,seed,nonce,section_words,first_cached,warm_attempts,warmed,base_input,base_cached,status,error,input,cached,cache_write,output,reasoning
2026-09-18T22:29:18.627Z,2026-09-18T22:29:12.779Z,0,openai_responses,gpt-4o,early_edit_end,probe,430358467,df0be6b5a64e,1500,0,2,true,6175,6016,200,,6176,2816,0,4,0
2026-09-18T22:29:18.844Z,2026-09-18T22:29:12.779Z,0,openai_responses,gpt-4o,control,control,1758093948,c5c4cfe97da5,1500,0,2,true,6153,6016,200,,6153,6016,0,4,0
2026-09-18T22:29:18.880Z,2026-09-18T22:29:12.779Z,0,openai_responses,gpt-4o,final_edit,probe,1004473698,8bdf5f00327e,1500,0,2,true,6160,6016,200,,6161,6016,0,4,0
2026-09-18T22:29:19.077Z,2026-09-18T22:29:12.779Z,1,openai_responses,gpt-4o,system_edit_end,probe,907168051,80e78796f37a,1500,0,2,true,6164,6016,200,,6165,2816,0,4,0
2026-09-18T22:29:19.276Z,2026-09-18T22:29:12.779Z,1,openai_responses,gpt-4o,final_edit,probe,2032184718,c8ffd2b70af0,1500,0,2,true,6153,6016,200,,6154,6016,0,3,0
2026-09-18T22:29:19.377Z,2026-09-18T22:29:12.779Z,1,openai_responses,gpt-4o,early_edit_end,probe,517477299,6e8e5b397842,1500,0,2,true,6158,6016,200,,6159,2816,0,4,0
2026-09-18T22:29:19.587Z,2026-09-18T22:29:12.779Z,0,openai_responses,gpt-4o,system_edit_end,probe,947610941,80f4271018f5,1500,0,2,true,6140,6016,200,,6141,2816,0,4,0
2026-09-18T22:29:21.445Z,2026-09-18T22:29:12.779Z,1,openai_responses,gpt-4o,control,control,1783045076,034660f5c11f,1500,0,2,true,6158,6016,200,,6158,6016,0,4,0
2026-09-18T22:29:26.681Z,2026-09-18T22:29:21.446Z,1,openai_responses,gpt-4.1,final_edit,probe,1754462617,39f074923329,1500,0,2,true,6156,6016,200,,6157,6016,0,3,0
2026-09-18T22:29:26.774Z,2026-09-18T22:29:21.446Z,1,openai_responses,gpt-4.1,system_edit_end,probe,349714836,34fea82cc0b1,1500,0,2,true,6151,6016,200,,6152,0,0,3,0
2026-09-18T22:29:26.794Z,2026-09-18T22:29:21.446Z,0,openai_responses,gpt-4.1,control,control,1387691606,7de2979e30e6,1500,0,2,true,6172,6016,200,,6172,6016,0,3,0
2026-09-18T22:29:26.794Z,2026-09-18T22:29:21.446Z,0,openai_responses,gpt-4.1,early_edit_end,probe,35854554,edaee4c92c4f,1500,0,2,true,6175,6016,200,,6176,0,0,3,0
2026-09-18T22:29:27.014Z,2026-09-18T22:29:21.446Z,1,openai_responses,gpt-4.1,early_edit_end,probe,628021364,6839e93f03c5,1500,0,2,true,6154,6016,200,,6155,2816,0,3,0
2026-09-18T22:29:27.188Z,2026-09-18T22:29:21.446Z,0,openai_responses,gpt-4.1,system_edit_end,probe,806105609,386fca4d7edf,1500,0,2,true,6153,6016,200,,6154,0,0,3,0
2026-09-18T22:29:27.883Z,2026-09-18T22:29:21.446Z,0,openai_responses,gpt-4.1,final_edit,probe,1808014629,d01c90286d43,1500,0,2,true,6142,6016,200,,6143,6016,0,3,0
2026-09-18T22:29:28.551Z,2026-09-18T22:29:21.446Z,1,openai_responses,gpt-4.1,control,control,779032796,f1b11f9b0a47,1500,0,3,true,6164,6016,200,,6164,6016,0,3,0
2026-09-18T22:29:34.606Z,2026-09-18T22:29:28.552Z,1,openai_responses,gpt-5,early_edit_end,probe,1053334603,759208d79a8a,1500,0,2,true,6158,6016,200,,6159,3712,0,28,0
2026-09-18T22:29:34.906Z,2026-09-18T22:29:28.552Z,1,openai_responses,gpt-5,system_edit_end,probe,389002228,65e7508d9333,1500,0,2,true,6166,6144,200,,6167,2944,0,28,0
2026-09-18T22:29:34.931Z,2026-09-18T22:29:28.552Z,1,openai_responses,gpt-5,control,control,76075718,c547f22e04e8,1500,0,2,true,6143,6016,200,,6143,6016,0,27,0
2026-09-18T22:29:35.476Z,2026-09-18T22:29:28.552Z,0,openai_responses,gpt-5,control,control,1737026435,b732a1c1f3e0,1500,0,2,true,6167,6144,200,,6167,6144,0,39,0
2026-09-18T22:29:36.147Z,2026-09-18T22:29:28.552Z,0,openai_responses,gpt-5,early_edit_end,probe,440285654,d68811ef32ba,1500,0,2,true,6144,6016,200,,6145,3712,0,27,0
2026-09-18T22:29:36.393Z,2026-09-18T22:29:28.552Z,0,openai_responses,gpt-5,final_edit,probe,1677723546,d61b0f571ea4,1500,0,2,true,6155,6016,200,,6156,6016,0,75,64
2026-09-18T22:29:37.310Z,2026-09-18T22:29:28.552Z,1,openai_responses,gpt-5,final_edit,probe,997591042,5d3566686a62,1500,0,2,true,6161,6016,200,,6162,6016,0,86,64
2026-09-18T22:30:12.447Z,2026-09-18T22:29:28.552Z,0,openai_responses,gpt-5,system_edit_end,probe,87620360,95790c3c2fd5,1500,0,2,true,6169,6144,200,,6170,2944,0,46,0
2026-09-18T22:30:17.901Z,2026-09-18T22:30:12.448Z,1,openai_responses,gpt-5.4,control,control,428055744,56803ab86acd,1500,0,2,true,6171,5632,200,,6171,5632,0,17,10
2026-09-18T22:30:17.915Z,2026-09-18T22:30:12.448Z,0,openai_responses,gpt-5.4,control,control,622629692,189175f74a06,1500,0,2,true,6147,5632,200,,6147,5632,0,14,7
2026-09-18T22:30:17.935Z,2026-09-18T22:30:12.448Z,0,openai_responses,gpt-5.4,system_edit_end,probe,392343852,7842ecb4fcd2,1500,0,2,true,6175,5632,200,,6176,2560,0,17,10
2026-09-18T22:30:18.200Z,2026-09-18T22:30:12.448Z,1,openai_responses,gpt-5.4,final_edit,probe,343279283,9e8498614226,1500,0,2,true,6167,5632,200,,6168,5632,0,17,10
2026-09-18T22:30:18.459Z,2026-09-18T22:30:12.448Z,0,openai_responses,gpt-5.4,final_edit,probe,180103766,cf8138e3f024,1500,0,2,true,6142,5632,200,,6143,5632,0,17,10
2026-09-18T22:30:18.547Z,2026-09-18T22:30:12.448Z,1,openai_responses,gpt-5.4,early_edit_end,probe,1540091460,65fe7d26dc3a,1500,0,2,true,6157,5632,200,,6158,2560,0,14,7
