timestamp,batch,run,provider,model,variant,group,seed,nonce,section_words,first_cached,warm_attempts,warmed,base_input,base_cached,status,error,input,cached,cache_write,output,reasoning
2026-09-18T21:42:22.062Z,2026-09-18T21:42:13.680Z,0,anthropic_auto,claude-opus-5,tools_edit_end,probe,114706446,d70a3b8111ac,1500,0,2,true,11953,11951,200,,11956,0,11954,4,
2026-09-18T21:42:22.625Z,2026-09-18T21:42:13.680Z,0,anthropic_auto,claude-opus-5,control,control,1645871713,b8ed9bfdb2b1,1500,0,2,true,11907,11905,200,,11907,11905,0,4,
2026-09-18T21:42:22.728Z,2026-09-18T21:42:13.680Z,0,anthropic_auto,claude-opus-5,system_edit_end,probe,1472592571,b2fe8507c50f,1500,0,2,true,11852,11850,200,,11855,0,11853,4,
2026-09-18T21:42:23.606Z,2026-09-18T21:42:13.680Z,0,anthropic_auto,claude-opus-5,tools_edit_start,probe,1433784246,eef5db295471,1500,0,2,true,12056,12054,200,,12057,0,12055,4,
2026-09-18T21:42:24.396Z,2026-09-18T21:42:13.680Z,0,anthropic_auto,claude-opus-5,system_edit_start,probe,59285966,822818900bae,1500,0,2,true,11984,11982,200,,11984,0,11982,4,
2026-09-18T21:42:31.208Z,2026-09-18T21:42:13.680Z,0,anthropic_auto,claude-opus-5,early_edit_start,probe,1949669223,596ef5691d2c,1500,0,2,true,12041,12039,200,,12041,0,12039,4,
2026-09-18T21:42:32.237Z,2026-09-18T21:42:13.680Z,0,anthropic_auto,claude-opus-5,early_edit_end,probe,1902148956,0c7cb1d66014,1500,0,2,true,11900,11898,200,,11903,0,11901,4,
2026-09-18T21:42:33.411Z,2026-09-18T21:42:13.680Z,0,anthropic_auto,claude-opus-5,late_edit_start,probe,137701148,8e8535a3172b,1500,0,2,true,11791,11789,200,,11791,0,11789,4,
2026-09-18T21:42:33.532Z,2026-09-18T21:42:13.680Z,0,anthropic_auto,claude-opus-5,late_edit_end,probe,1050084025,57a1d3741785,1500,0,2,true,11944,11942,200,,11947,0,11945,4,
2026-09-18T21:42:34.126Z,2026-09-18T21:42:13.680Z,0,anthropic_auto,claude-opus-5,final_edit,probe,1223406704,4086d1098d18,1500,0,2,true,11720,11718,200,,11723,0,11721,4,
2026-09-18T21:43:39.379Z,2026-09-18T21:43:29.452Z,0,anthropic_auto,claude-opus-5,tools_reorder,tools,1197650035,2a4461136c7e,1500,0,2,true,11872,11870,200,,11872,0,11870,4,
2026-09-18T21:43:40.087Z,2026-09-18T21:43:29.452Z,0,anthropic_auto,claude-opus-5,tool_add,tools,1323025858,c10c5d2727f5,1500,0,2,true,11837,11835,200,,12224,0,12222,4,
2026-09-18T21:43:40.605Z,2026-09-18T21:43:29.452Z,0,anthropic_auto,claude-opus-5,tool_remove_last,tools,547142576,dfcc6d67e168,1500,0,2,true,11692,11690,200,,11333,0,11331,4,
2026-09-18T21:43:43.357Z,2026-09-18T21:43:29.452Z,0,anthropic_auto,claude-opus-5,prev_turn_then_late_reply_edit,probe,1860411178,b6df23e44fc0,1500,0,2,true,11862,11860,200,,11865,10423,1440,4,
2026-09-18T21:43:43.372Z,2026-09-18T21:43:29.452Z,0,anthropic_auto,claude-opus-5,prev_turn_then_final_edit,probe,1030933268,c459f7e5dc39,1500,0,2,true,12031,12029,200,,12034,10587,1445,4,
2026-09-18T21:43:44.417Z,2026-09-18T21:43:29.452Z,0,anthropic_auto,claude-opus-5,sibling_then_late_edit,probe,526627176,9c2ba3e9a873,1500,0,2,true,11952,11950,200,,11955,0,11953,4,
2026-09-18T21:43:49.692Z,2026-09-18T21:43:29.452Z,0,anthropic_auto,claude-opus-5,tools_remove_all,tools,245056391,7def292d0496,1500,0,2,true,11905,11903,200,,8409,0,8407,4,
2026-09-18T21:43:49.768Z,2026-09-18T21:43:29.452Z,0,anthropic_auto,claude-opus-5,tool_schema_key_order,tools,344351671,36829ccf3037,1500,0,2,true,12062,12060,200,,12062,12060,0,4,
2026-09-18T21:43:53.485Z,2026-09-18T21:43:29.452Z,0,anthropic_auto,claude-opus-5,tool_choice_any,tools,808231723,f6056c419f95,1500,0,2,true,11687,11685,200,,11807,0,11795,65,
2026-09-18T21:43:53.711Z,2026-09-18T21:43:29.452Z,0,anthropic_auto,claude-opus-5,tool_choice_none,tools,1528805799,ee8e7d0313a9,1500,0,2,true,11644,11642,200,,11644,11642,0,4,
2026-09-18T21:43:54.140Z,2026-09-18T21:43:29.452Z,0,anthropic_auto,claude-opus-5,tool_choice_tool,tools,518339774,cd10739b6b50,1500,0,2,true,12057,12055,200,,12189,0,12165,55,
2026-09-18T21:43:58.739Z,2026-09-18T21:43:29.452Z,0,anthropic_auto,claude-opus-5,disable_parallel_tool_use,tools,576132688,f7236aa2e14b,1500,0,2,true,11983,11981,200,,11983,11981,0,4,
2026-09-18T21:43:58.931Z,2026-09-18T21:43:29.452Z,0,anthropic_auto,claude-opus-5,system_as_blocks,system,256163208,3438ebced3af,1500,0,2,true,11958,11956,200,,11958,11956,0,4,
2026-09-18T21:44:02.395Z,2026-09-18T21:43:29.452Z,0,anthropic_auto,claude-opus-5,append_turn,messages,100029356,461ee9528265,1500,0,2,true,11925,11923,200,,12020,11923,95,4,
2026-09-18T21:44:02.920Z,2026-09-18T21:43:29.452Z,0,anthropic_auto,claude-opus-5,system_message_appended,system,42960533,3f2464c48f99,1500,0,2,true,11757,11755,200,,11769,11755,12,4,
2026-09-18T21:44:04.577Z,2026-09-18T21:43:29.452Z,0,anthropic_auto,claude-opus-5,tool_strict_on,tools,2056993286,78b95e76ecb1,1500,0,2,true,11858,11856,200,,11858,11856,0,4,
2026-09-18T21:44:04.886Z,2026-09-18T21:43:29.452Z,0,anthropic_auto,claude-opus-5,image_in_final,messages,1280922043,d393a7cc069c,1500,0,2,true,11929,11927,200,,11933,0,11931,4,
2026-09-18T21:44:06.314Z,2026-09-18T21:43:29.452Z,0,anthropic_auto,claude-opus-5,model_switch,model,202641792,acd671d7ec8c,1500,0,2,true,11776,11774,200,,11844,0,11842,4,
2026-09-18T21:44:08.587Z,2026-09-18T21:43:29.452Z,0,anthropic_auto,claude-opus-5,content_as_parts,messages,390847274,a03ba919b9a3,1500,0,2,true,11616,11614,200,,11616,11614,0,4,
2026-09-18T21:44:13.547Z,2026-09-18T21:43:29.452Z,0,anthropic_auto,claude-opus-5,effort_low_to_max,reasoning,2103319497,c58805e0b01b,1500,0,2,true,11960,11958,200,,11960,0,11958,4,
2026-09-18T21:44:14.545Z,2026-09-18T21:43:29.452Z,0,anthropic_auto,claude-opus-5,effort_low_to_medium,reasoning,1919326313,85e954ea5c0a,1500,0,2,true,11764,11762,200,,11764,0,11762,4,
2026-09-18T21:44:14.760Z,2026-09-18T21:43:29.452Z,0,anthropic_auto,claude-opus-5,effort_low_to_high,reasoning,13226725,b8a798b33f09,1500,0,2,true,11751,11749,200,,11751,0,11749,4,
2026-09-18T21:44:14.922Z,2026-09-18T21:43:29.452Z,0,anthropic_auto,claude-opus-5,effort_low_to_xhigh,reasoning,1312367974,642cc9ac2474,1500,0,2,true,11999,11997,200,,11999,0,11997,4,
2026-09-18T21:44:14.968Z,2026-09-18T21:43:29.452Z,0,anthropic_auto,claude-opus-5,effort_low_omitted,reasoning,92237770,e6b35e7234e6,1500,0,2,true,11866,11864,200,,11866,0,11864,4,
2026-09-18T21:44:19.028Z,2026-09-18T21:43:29.452Z,0,anthropic_auto,claude-opus-5,effort_medium_to_low,reasoning,65095045,6a328a07d92b,1500,0,2,true,11906,11904,200,,11906,0,11904,4,
