timestamp,batch,run,provider,model,variant,group,seed,nonce,section_words,first_cached,warm_attempts,warmed,base_input,base_cached,status,error,input,cached,cache_write,output,reasoning
2026-09-18T20:34:33.573Z,2026-09-18T20:34:27.208Z,0,openai_responses,gpt-5.6-sol,control,control,899758185,76a021153e69,1500,0,2,true,6164,6161,200,,6164,6161,0,5,0
2026-09-18T20:34:34.240Z,2026-09-18T20:34:27.208Z,0,openai_responses,gpt-5.6-sol,tools_edit_start,probe,742394148,ecd1a88498b4,1500,0,2,true,6165,6162,200,,6165,0,6162,5,0
2026-09-18T20:34:34.427Z,2026-09-18T20:34:27.208Z,0,openai_responses,gpt-5.6-sol,tools_edit_end,probe,991938050,79bfdc988b35,1500,0,2,true,6169,6166,200,,6170,0,6167,5,0
2026-09-18T20:34:34.879Z,2026-09-18T20:34:27.208Z,0,openai_responses,gpt-5.6-sol,system_edit_end,probe,2072997795,a1298bb408ce,1500,0,2,true,6136,6133,200,,6137,0,6134,5,0
2026-09-18T20:34:37.033Z,2026-09-18T20:34:27.208Z,0,openai_responses,gpt-5.6-sol,system_edit_start,probe,1203861648,ab5d302d7224,1500,0,2,true,6193,6190,200,,6193,0,6190,5,0
2026-09-18T20:34:41.727Z,2026-09-18T20:34:27.208Z,0,openai_responses,gpt-5.6-sol,early_edit_start,probe,1696157828,b8b285ec3902,1500,0,2,true,6157,6154,200,,6158,3058,3097,5,0
2026-09-18T20:34:42.239Z,2026-09-18T20:34:27.208Z,0,openai_responses,gpt-5.6-sol,late_edit_start,probe,1865939314,2f9f20c36761,1500,0,2,true,6173,6170,200,,6173,3072,3098,5,0
2026-09-18T20:34:43.296Z,2026-09-18T20:34:27.208Z,0,openai_responses,gpt-5.6-sol,early_edit_end,probe,274631819,ddbcfc0c3256,1500,0,2,true,6167,6164,200,,6168,3056,3109,5,0
2026-09-18T20:34:43.427Z,2026-09-18T20:34:27.208Z,0,openai_responses,gpt-5.6-sol,late_edit_end,probe,531006646,5553ac16ab78,1500,0,2,true,6161,6158,200,,6162,3051,3108,5,0
2026-09-18T20:34:47.539Z,2026-09-18T20:34:27.208Z,0,openai_responses,gpt-5.6-sol,final_edit,probe,484170325,f26e56cb9239,1500,0,2,true,6167,6164,200,,6168,3062,3103,5,0
2026-09-18T20:35:14.502Z,2026-09-18T20:35:07.998Z,0,openai_responses,gpt-5.6-sol,tools_remove_all,tools,2037543859,3d6d70e973cc,1500,0,2,true,6166,6163,200,,4651,0,4648,5,0
