timestamp,batch,run,provider,model,variant,group,seed,nonce,section_words,first_cached,warm_attempts,warmed,base_input,base_cached,status,error,input,cached,cache_write,output,reasoning
2026-09-18T22:33:53.094Z,2026-09-18T22:33:47.695Z,0,openai_responses_gpt-5.5,gpt-5.5,tools_edit_end,probe,1284644036,858d00536755,1500,0,2,true,6166,5632,200,,6167,0,0,5,0
2026-09-18T22:33:53.408Z,2026-09-18T22:33:47.695Z,0,openai_responses_gpt-5.5,gpt-5.5,late_edit_start,probe,719692177,e785de39ddac,1500,0,2,true,6166,5632,200,,6166,2560,0,5,0
2026-09-18T22:33:53.506Z,2026-09-18T22:33:47.695Z,0,openai_responses_gpt-5.5,gpt-5.5,tools_edit_start,probe,1403564591,20fe05532520,1500,0,2,true,6146,5632,200,,6146,0,0,5,0
2026-09-18T22:33:53.886Z,2026-09-18T22:33:47.695Z,0,openai_responses_gpt-5.5,gpt-5.5,early_edit_start,probe,1173208508,d123ee6dcc51,1500,0,2,true,6151,5632,200,,6151,2560,0,5,0
2026-09-18T22:33:54.131Z,2026-09-18T22:33:47.695Z,0,openai_responses_gpt-5.5,gpt-5.5,system_edit_end,probe,1386278624,a368c262c987,1500,0,2,true,6143,5632,200,,6144,2560,0,5,0
2026-09-18T22:33:54.197Z,2026-09-18T22:33:47.695Z,0,openai_responses_gpt-5.5,gpt-5.5,system_edit_start,probe,29119623,ea007636ca00,1500,0,2,true,6154,5632,200,,6154,0,0,5,0
2026-09-18T22:33:54.700Z,2026-09-18T22:33:47.695Z,0,openai_responses_gpt-5.5,gpt-5.5,control,control,221417279,946fe3ab5786,1500,0,2,true,6155,5632,200,,6155,5632,0,5,0
2026-09-18T22:33:57.389Z,2026-09-18T22:33:47.695Z,0,openai_responses_gpt-5.5,gpt-5.5,early_edit_end,probe,1038003463,a3af737209aa,1500,0,2,true,6155,5632,200,,6156,2560,0,5,0
2026-09-18T22:33:59.340Z,2026-09-18T22:33:47.695Z,0,openai_responses_gpt-5.5,gpt-5.5,final_edit,probe,453502073,dff1f8b7a35b,1500,0,2,true,6155,5632,200,,6156,5632,0,5,0
2026-09-18T22:33:59.685Z,2026-09-18T22:33:47.695Z,0,openai_responses_gpt-5.5,gpt-5.5,late_edit_end,probe,1413059459,490efaf2d213,1500,0,2,true,6154,5632,200,,6155,4608,0,5,0
2026-09-18T22:33:59.929Z,2026-09-18T22:33:47.695Z,0,openai_responses_gpt-5.5,gpt-5.5,sweep_early_5,sweep,1941890818,021060d91d66,1500,0,2,true,6140,5632,200,,6140,2560,0,5,0
2026-09-18T22:34:00.579Z,2026-09-18T22:33:47.695Z,0,openai_responses_gpt-5.5,gpt-5.5,sweep_system_5,sweep,1458199585,f578800a67ff,1500,0,2,true,6162,5632,200,,6162,0,0,5,0
2026-09-18T22:34:03.042Z,2026-09-18T22:33:47.695Z,0,openai_responses_gpt-5.5,gpt-5.5,sweep_system_17.5,sweep,342177386,4cc4fa54782f,1500,0,2,true,6166,5632,200,,6166,0,0,5,0
2026-09-18T22:34:03.202Z,2026-09-18T22:33:47.695Z,0,openai_responses_gpt-5.5,gpt-5.5,sibling_then_late_edit,probe,256483181,c575dac682e0,1500,0,2,true,6158,5632,200,,6159,4608,0,5,0
2026-09-18T22:34:05.038Z,2026-09-18T22:33:47.695Z,0,openai_responses_gpt-5.5,gpt-5.5,prev_turn_then_final_edit,probe,640379440,1c71f32d32b7,1500,0,2,true,6181,5632,200,,6182,5632,0,5,0
2026-09-18T22:34:05.378Z,2026-09-18T22:33:47.695Z,0,openai_responses_gpt-5.5,gpt-5.5,sweep_system_30,sweep,470837274,5f22628539a9,1500,0,2,true,6165,5632,200,,6165,0,0,5,0
2026-09-18T22:34:05.875Z,2026-09-18T22:33:47.695Z,0,openai_responses_gpt-5.5,gpt-5.5,sweep_early_30,sweep,169085129,2209e967c394,1500,0,2,true,6156,5632,200,,6156,2560,0,5,0
2026-09-18T22:34:05.968Z,2026-09-18T22:33:47.695Z,0,openai_responses_gpt-5.5,gpt-5.5,sweep_early_17.5,sweep,705949819,1ff6471be581,1500,0,2,true,6148,5632,200,,6148,0,0,5,0
2026-09-18T22:34:06.194Z,2026-09-18T22:33:47.695Z,0,openai_responses_gpt-5.5,gpt-5.5,sweep_system_42.5,sweep,1554852393,b1d3b7352a17,1500,0,2,true,6161,5632,200,,6161,0,0,5,0
2026-09-18T22:34:06.948Z,2026-09-18T22:33:47.695Z,0,openai_responses_gpt-5.5,gpt-5.5,prev_turn_then_late_reply_edit,probe,1407261095,c301d3610b41,1500,0,2,true,6150,5632,200,,6151,5632,0,5,0
2026-09-18T22:34:09.334Z,2026-09-18T22:33:47.695Z,0,openai_responses_gpt-5.5,gpt-5.5,sweep_early_42.5,sweep,1941512828,f6ad0eb970ec,1500,0,2,true,6158,5632,200,,6157,2560,0,5,0
2026-09-18T22:34:10.033Z,2026-09-18T22:33:47.695Z,0,openai_responses_gpt-5.5,gpt-5.5,sweep_system_55,sweep,879872741,2894c5325747,1500,0,2,true,6144,5632,200,,6144,0,0,5,0
